RESP,QE1,QB31,QH1,QH2,QI2D
1001459,1,1,1,,4
1001460,2,3,2,2,5
1001464,1,3,2,1,5
1001465,1,1,1,,5
1001466,1,3,2,2,5
1001468,1,3,2,2,5
1001469,1,3,2,1,5
1001471,1,1,2,2,5
1001472,2,1,1,,5
1001474,6,1,2,,
1001477,1,1,1,,5
1001478,2,1,2,2,4
1001479,15,1,1,,5
1001480,2,1,2,2,1
1001481,2,3,1,,5
1001482,3,3,2,2,5
1001483,1,3,2,2,5
1001484,12,3,,,
1001485,1,1,1,,5
1001486,12,3,,,
1001487,7,2,2,,
1001488,1,1,1,,5
1001489,2,1,2,2,5
1001490,1,3,2,2,5
1001491,1,1,2,2,5
1001493,2,1,2,2,5
1001494,2,1,2,9,5
1001496,999,9,,,
1001497,1,1,1,,5
1001498,12,3,,,
1001500,1,3,2,2,5
1001501,12,4,,,
1001502,2,9,1,,5
1001503,1,1,1,,2
1001504,1,3,2,2,5
1001505,12,3,,,
1001506,12,2,,,
1001507,1,1,1,,5
1001509,1,1,1,,5
1001511,6,1,2,,
1001513,1,3,1,,5
1001514,1,1,1,,5
1001515,2,1,2,9,5
1001517,1,3,2,2,5
1001520,2,3,2,2,5
1001522,1,1,1,,9
1001523,1,3,2,2,5
1001524,2,3,2,2,5
1001525,10,3,,,
1001527,2,2,2,2,5
1001528,999,3,,,
1001529,1,4,2,1,5
1001530,1,1,1,,1
1001531,2,3,2,2,5
1001532,2,4,2,2,5
1001533,8,4,2,,
1001534,1,3,2,2,5
1001535,1,1,2,9,2
1001536,1,1,1,,5
1001537,12,3,,,
1001538,1,1,2,2,5
1001539,14,3,3,,
1001540,1,1,2,2,4
1001543,12,4,,,
1001544,70,4,2,,
1001545,2,3,2,2,5
1001547,2,3,2,2,5
1001548,1,2,2,2,5
1001549,5,1,2,,
1001550,3,1,2,2,1
1001551,2,3,2,2,5
1001552,2,3,2,2,5
1001553,1,9,2,2,5
1001554,2,3,2,2,5
1001555,2,3,2,9,5
1001559,2,3,2,2,4
1001560,2,3,2,2,5
1001561,2,3,1,,5
1001562,1,3,2,2,5
1001563,2,3,2,2,5
1001564,2,2,2,2,5
1001565,13,3,2,2,5
1001566,2,2,2,2,5
1001568,1,3,2,2,5
1001569,1,1,2,2,4
1001570,13,1,1,,5
1001573,1,1,3,,5
1001574,2,1,2,2,1
1001575,1,1,2,1,5
1001576,1,3,2,2,5
1001577,2,3,2,2,5
1001578,5,4,2,,
1001579,3,1,1,,5
1001581,12,3,,,
1001582,1,2,2,2,5
1001584,9,3,,,
1001585,12,4,,,
1001586,3,1,1,,5
1001587,2,1,2,2,1
1001588,12,3,,,
1001591,2,2,1,,1
1001592,1,1,1,,5
1001593,2,3,2,2,5
1001595,2,3,2,2,5
1001597,1,3,1,,5
1001598,1,2,2,1,5
1001599,1,1,1,,5
1001600,1,3,2,2,5
1001601,1,4,2,9,3
1001602,1,1,2,9,5
1001604,12,3,,,
1001605,1,1,2,1,5
1001606,1,1,1,,5
1001608,1,1,2,1,5
1001609,1,1,2,2,5
1001610,1,1,2,2,5
1001611,2,1,2,2,5
1001612,2,3,2,1,5
1001614,10,3,,,
1001616,10,2,,,
1001617,1,1,2,1,9
1001618,1,1,1,,5
1001623,1,9,2,1,5
1001626,1,1,9,,5
1001627,3,1,2,2,5
1001628,3,1,2,8,8
1001629,12,3,,,
1001630,1,3,1,,5
1001631,1,2,2,1,5
1001633,2,9,2,2,5
1001634,1,4,2,2,5
1001635,2,3,2,2,5
1001638,1,1,2,1,5
1001640,2,3,1,,5
1001641,1,1,2,2,1
1001643,2,1,2,2,1
1001644,2,3,2,2,5
1001646,1,1,1,,5
1001648,1,1,2,1,5
1001649,10,3,,,
1001650,1,9,2,2,5
1001651,1,1,1,,5
1001652,2,3,2,2,5
1001656,12,3,,,
1001657,2,3,2,2,5
1001661,7,9,2,,
1001662,1,1,2,2,5
1001663,2,4,2,2,9
1001666,2,1,2,2,5
1001669,1,1,2,1,5
1001670,2,4,2,2,4
1001671,1,3,2,2,4
1001672,35,1,2,2,5
1001673,1,9,2,2,9
1001674,1,9,9,,5
1001675,2,1,2,9,5
1001676,1,2,9,,5
1001677,1,9,9,,5
1001679,1,1,2,2,5
1001680,10,3,,,
1001681,3,4,2,9,5
1001682,1,1,2,2,1
1001683,15,3,1,,5
1001684,2,3,2,2,5
1001685,1,1,1,,1
1001686,2,1,2,2,5
1001687,12,3,,,
1001688,1,1,2,1,5
1001690,5,1,2,,
1001691,12,3,,,
1001692,2,3,2,2,5
1001693,1,1,2,2,5
1001694,1,1,2,9,5
1001695,1,3,2,2,5
1001696,1,1,2,1,1
1001701,12,4,,,
1001702,1,2,2,2,5
1001704,2,1,2,2,5
1001705,1,3,1,,5
1001708,1,2,2,2,5
1001709,9,4,,,
1001711,1,1,2,1,5
1001712,1,1,1,,5
1001713,9,3,,,
1001715,2,1,2,2,5
1001716,1,1,2,9,5
1001717,1,1,2,2,5
1001718,9,9,,,
1001719,1,3,2,2,5
1001720,10,3,,,
1001721,2,3,2,2,5
1001722,4,2,3,,2
1001725,1,3,1,,2
1001727,13,1,1,,5
1001728,2,2,2,2,5
1001729,1,3,2,2,5
1001730,5,3,2,,
1001731,1,1,2,1,5
1001732,1,1,9,,5
1001736,1,3,2,2,5
1001738,2,1,2,2,5
1001739,51,4,3,,
1001740,2,3,2,2,5
1001743,5,4,3,,
1001744,12,3,,,
1001745,12,2,,,
1001746,1,1,2,1,5
1001747,7,3,2,,
1001749,2,3,2,2,5
1001751,1,1,1,,5
1001752,999,3,,,
1001753,1,3,3,,5
1001755,2,1,3,,5
1001756,1,1,2,2,1
1001758,1,1,2,1,5
1001759,1,9,2,2,5
1001761,1,3,2,2,5
1001762,79,4,2,,
1001763,2,1,3,,1
1001764,1,3,2,2,5
1001766,1,1,2,2,5
1001767,1,1,2,1,1
1001768,2,3,1,,1
1001769,1,1,3,,5
1001770,2,3,2,2,5
1001771,1,1,1,,5
1001772,2,3,2,2,5
1001773,2,1,2,2,5
1001774,2,1,2,1,1
1001776,1,2,2,2,5
1001778,4,3,2,2,5
1001779,10,3,,,
1001780,71,1,2,,
1001781,1,1,2,2,5
1001782,2,3,2,1,1
1001783,1,1,2,9,5
1001785,1,1,3,,5
1001787,1,3,2,2,5
1001788,13,1,3,,5
1001789,6,3,1,,
1001791,1,1,2,1,5
1001792,1,1,2,9,9
1001793,2,3,2,9,5
1001794,2,3,2,2,5
1001795,2,3,1,,5
1001796,12,4,,,
1001797,2,1,2,2,5
1001798,12,3,,,
1001800,1,9,2,2,5
1001801,12,1,,,
1001802,1,1,2,1,5
1001803,1,1,2,9,5
1001804,10,9,,,
1001807,10,3,,,
1001808,1,3,2,2,5
1001811,2,3,2,2,5
1001813,1,9,1,,4
1001814,1,3,3,,5
1001815,1,4,2,2,5
1001816,1,1,2,2,9
1001818,1,3,2,2,5
1001819,13,3,9,,9
1001820,1,1,3,,1
1001821,9,2,,,
1001822,1,3,2,2,5
1001823,2,4,2,2,5
1001824,1,3,2,2,9
1001825,2,9,2,2,5
1001826,2,1,1,,1
1001830,1,2,2,2,5
1001831,9,2,,,
1001833,1,3,2,1,5
1001836,12,4,,,
1001838,1,3,2,2,3
1001839,2,3,2,2,5
1001840,13,4,1,,5
1001841,2,3,2,2,4
1001842,1,9,2,1,5
1001843,2,3,3,,5
1001844,1,2,2,2,5
1001846,1,3,2,2,5
1001847,1,2,2,2,5
1001848,2,4,2,2,5
1001849,2,9,2,2,5
1001850,2,3,2,2,5
1001851,5,3,2,,
1001854,1,1,2,1,5
1001855,1,1,9,,4
1001856,12,3,,,
1001857,1,1,1,,1
1001858,1,1,2,2,4
1001859,12,3,,,
1001860,1,1,9,,5
1001861,1,1,1,,5
1001865,1,1,1,,5
1001866,1,1,2,9,5
1001867,73,3,2,,
1001868,2,1,1,,5
1001869,1,3,2,2,5
1001870,2,3,2,1,5
1001872,4,3,2,2,5
1001873,10,4,,,
1001874,8,3,2,,
1001875,1,1,2,1,5
1001876,1,1,2,2,5
1001877,1,1,1,,5
1001878,15,1,1,,5
1001880,1,3,2,9,5
1001881,2,3,2,2,5
1001882,1,3,1,,9
1001883,12,4,,,
1001884,1,3,2,2,1
1001885,1,4,2,1,5
1001887,1,2,2,2,5
1001888,12,2,,,
1001890,1,1,1,,5
1001891,2,3,2,2,5
1001892,1,1,2,2,5
1001893,10,3,,,
1001894,12,3,,,
1001895,13,3,2,2,5
1001897,10,4,,,
1001900,2,1,2,1,5
1001901,1,3,1,,4
1001902,13,3,1,,8
1001903,1,1,1,,5
1001905,4,1,2,2,5
1001906,1,1,1,,1
1001908,2,3,2,2,1
1001909,1,3,2,1,4
1001911,2,1,2,2,5
1001912,1,1,3,,1
1001913,1,1,1,,5
1001915,1,3,1,,5
1001916,1,1,2,2,5
1001917,1,1,2,2,5
1001918,1,1,2,2,5
1001919,12,3,,,
1001920,2,3,2,2,5
1001921,15,1,1,,9
1001922,12,3,,,
1001924,1,1,1,,5
1001925,12,4,,,
1001926,1,3,1,,1
1001927,1,4,2,2,5
1001928,2,4,2,2,5
1001929,1,3,1,,5
1001930,8,3,2,,
1001931,1,1,2,9,5
1001933,1,1,9,,5
1001935,1,2,2,9,5
1001936,12,3,,,
1001937,1,1,2,1,5
1001938,1,1,9,,5
1001939,2,3,2,2,5
1001940,1,3,2,2,4
1001942,12,2,,,
1001944,12,1,,,
1001945,2,3,1,,5
1001946,12,3,,,
1001948,1,1,2,2,1
1001949,12,3,,,
1001950,1,3,2,9,5
1001952,1,1,2,2,5
1001953,2,3,2,2,5
1001954,13,3,2,2,5
1001956,1,1,2,1,5
1001957,2,3,2,9,1
1001958,1,1,2,2,9
1001960,12,3,,,
1001966,1,3,2,1,5
1001967,1,1,1,,5
1001968,1,3,2,2,5
1001970,2,3,2,2,5
1001971,1,2,2,2,5
1001972,1,1,2,2,5
1001974,1,4,2,2,5
1001975,6,9,3,,
1001976,1,1,2,1,5
1001977,1,3,2,2,5
1001979,994,3,,,
1001981,10,4,,,
1001982,2,1,1,,4
1001983,1,3,2,1,4
1001984,1,1,1,,5
1001985,1,3,2,2,9
1001986,13,3,2,2,5
1001987,1,1,1,,4
1001988,1,4,2,2,5
1001990,1,4,2,2,5
1001991,1,2,2,2,5
1001993,2,1,2,1,5
1001994,1,4,2,2,5
1001996,1,1,1,,1
1001997,1,3,2,1,5
1001998,1,3,2,1,2
1001999,2,1,3,,5
1002000,1,3,2,2,5
1002001,8,3,2,,
1002002,13,3,2,9,1
1002003,2,3,2,9,1
1002004,2,1,2,2,1
1002007,1,1,1,,5
1002009,7,3,2,,
1002011,1,1,2,9,5
1002013,2,4,2,2,5
1002014,2,1,2,1,5
1002015,1,1,1,,5
1002016,2,2,2,2,5
1002017,1,1,9,,5
1002021,1,1,1,,1
1002022,1,2,2,2,5
1002024,1,1,1,,5
1002025,1,1,9,,5
1002026,10,2,,,
1002027,3,3,3,,5
1002028,2,3,2,2,4
1002031,1,2,2,2,5
1002032,1,3,1,,5
1002033,1,1,1,,5
1002036,2,3,2,2,5
1002037,2,3,2,2,5
1002038,12,3,,,
1002039,2,3,2,2,5
1002040,1,3,1,,5
1002041,2,1,2,2,5
1002042,1,3,2,1,5
1002043,2,3,2,2,5
1002044,5,3,2,,
1002045,1,1,1,,5
1002047,1,1,2,9,5
1002048,1,1,2,2,5
1002049,2,3,2,2,5
1002050,1,3,2,2,5
1002051,1,3,2,2,5
1002052,1,9,2,9,9
1002053,1,1,1,,5
1002055,1,3,2,2,5
1002056,1,3,2,2,5
1002057,12,3,,,
1002059,1,1,2,9,5
1002060,1,1,1,,5
1002061,3,1,1,,5
1002062,12,3,,,
1002063,1,3,3,,2
1002064,1,1,1,,5
1002066,1,3,2,2,9
1002067,1,1,2,2,5
1002069,1,1,1,,4
1002070,6,4,3,,
1002071,1,1,1,,1
1002072,1,9,1,,9
1002073,2,3,2,2,4
1002075,1,4,1,,9
1002076,2,3,2,2,5
1002077,2,3,2,2,5
1002078,3,1,1,,5
1002079,2,3,2,2,5
1002080,1,1,2,1,5
1002082,2,3,2,2,5
1002083,2,3,2,2,5
1002084,1,2,2,2,5
1002085,2,4,2,2,5
1002087,1,3,1,,1
1002088,2,1,1,,4
1002091,2,2,2,2,5
1002092,1,2,9,,5
1002093,1,3,2,2,5
1002096,2,3,2,2,5
1002097,2,3,2,2,9
1002099,1,1,2,2,5
1002100,12,3,,,
1002101,2,3,2,2,5
1002102,12,2,,,
1002103,1,3,2,2,5
1002104,1,4,2,9,1
1002106,1,1,1,,5
1002107,1,4,3,,5
1002108,1,3,1,,5
1002109,2,3,2,2,5
1002110,999,3,,,
1002111,1,1,1,,1
1002112,2,3,2,2,5
1002113,1,1,2,1,5
1002114,5,2,3,,
1002115,2,1,2,2,5
1002116,1,1,1,,5
1002117,10,2,,,
1002118,1,3,2,1,1
1002119,7,3,3,,
1002121,1,3,9,,5
1002123,2,2,2,2,4
1002124,1,1,2,1,3
1002125,2,3,2,1,5
1002126,1,2,1,,5
1002127,1,3,9,,4
1002128,1,1,1,,5
1002129,1,1,2,1,5
1002130,1,3,1,,5
1002131,2,3,2,2,5
1002132,2,1,1,,5
1002133,2,1,2,2,5
1002135,1,3,2,2,5
1002136,2,2,1,,1
1002137,3,1,2,2,5
1002138,9,3,,,
1002141,999,3,,,
1002142,2,3,2,2,5
1002143,2,3,2,2,5
1002144,13,3,2,2,5
1002145,12,3,,,
1002146,1,9,2,2,5
1002147,1,1,1,,5
1002149,12,3,,,
1002151,2,1,2,2,5
1002152,2,3,2,2,5
1002153,1,1,1,,5
1002154,2,1,2,2,5
1002155,13,1,3,,1
1002156,1,3,2,2,5
1002157,12,2,,,
1002158,83,3,2,,
1002159,10,2,,,
1002161,2,1,2,2,3
1002162,2,1,1,,5
1002163,12,3,,,
1002164,2,4,2,2,5
1002165,1,9,1,,5
1002166,2,3,1,,9
1002167,5,3,9,,
1002168,1,1,2,2,5
1002169,5,1,2,,
1002170,2,3,2,2,5
1002172,2,4,2,2,4
1002173,1,1,2,1,5
1002174,8,2,2,,
1002175,9,2,,,
1002177,1,1,9,,5
1002181,2,1,2,2,5
1002182,2,3,2,2,5
1002183,2,3,1,,5
1002184,2,3,2,2,5
1002186,1,9,2,2,5
1002187,2,3,2,2,5
1002188,1,1,2,1,5
1002189,2,3,2,2,5
1002191,2,3,2,2,5
1002192,2,2,2,2,5
1002193,1,2,2,2,5
1002194,1,3,2,2,5
1002195,12,1,,,
1002196,1,3,2,9,5
1002197,2,1,2,1,5
1002200,3,3,2,2,5
1002201,13,2,2,2,5
1002202,1,1,2,2,5
1002203,1,1,1,,5
1002204,1,3,2,1,4
1002205,1,1,1,,5
1002207,2,3,2,9,4
1002209,994,3,,,
1002211,2,3,2,2,4
1002212,1,2,2,1,5
1002213,1,1,1,,1
1002214,2,3,2,2,5
1002215,1,3,2,9,1
1002216,2,3,2,2,5
1002217,4,2,2,2,9
1002218,1,3,2,1,5
1002220,1,3,2,2,5
1002221,1,4,3,,4
1002222,12,3,,,
1002223,1,1,2,1,5
1002224,37,3,2,2,5
1002225,2,1,2,2,5
1002227,1,2,2,2,1
1002228,1,3,2,2,5
1002229,1,1,1,,5
1002230,2,1,1,,5
1002231,994,2,,,
1002232,12,9,,,
1002233,1,1,1,,1
1002234,38,1,2,2,4
1002235,6,1,2,,
1002236,1,3,3,,9
1002237,1,1,1,,5
1002238,1,3,2,2,5
1002240,12,3,,,
1002241,1,1,2,1,5
1002242,9,4,,,
1002243,10,2,,,
1002244,8,4,2,,
1002245,12,1,,,
1002248,1,3,2,2,5
1002249,7,4,2,,
1002250,1,3,2,2,5
1002251,1,1,2,1,9
1002252,12,3,,,
1002253,2,1,2,2,5
1002254,1,3,2,2,5
1002255,1,1,3,,1
1002257,2,3,1,,5
1002258,1,9,1,,4
1002259,12,3,,,
1002260,1,1,2,1,5
1002261,1,3,2,1,1
1002262,2,1,1,,5
1002264,12,1,,,
1002265,1,3,2,2,5
1002266,1,3,2,2,5
1002268,15,1,1,,5
1002269,12,2,,,
1002270,2,2,2,2,5
1002271,1,1,2,2,5
1002272,1,2,2,2,3
1002273,1,1,1,,5
1002274,1,1,9,,4
1002277,1,3,2,9,5
1002278,8,3,2,,
1002279,1,1,2,2,5
1002280,1,3,2,2,5
1002282,2,3,2,2,5
1002283,1,3,2,1,5
1002284,1,1,2,9,5
1002285,1,1,2,2,5
1002286,2,1,2,2,5
1002287,1,1,1,,5
1002288,1,3,2,2,5
1002289,1,1,1,,5
1002291,1,3,2,2,5
1002292,2,3,2,2,5
1002294,2,3,2,2,5
1002295,2,3,2,2,5
1002297,2,3,1,,1
1002298,2,3,2,9,5
1002299,2,3,2,2,5
1002300,1,1,1,,5
1002301,2,1,2,9,3
1002302,1,3,2,2,5
1002303,1,9,2,1,4
1002304,1,2,2,2,5
1002305,2,3,1,,5
1002306,1,4,2,2,5
1002307,12,3,,,
1002308,2,1,2,2,9
1002309,3,9,2,9,5
1002313,12,4,,,
1002314,1,2,1,,5
1002315,12,1,,,
1002316,1,3,2,2,4
1002317,1,1,1,,5
1002318,12,3,,,
1002324,12,3,,,
1002326,999,3,,,
1002327,1,1,1,,5
1002331,1,3,2,2,5
1002333,13,3,2,2,3
1002337,12,4,,,
1002338,2,1,2,2,5
1002339,1,3,2,1,5
1002340,1,3,2,1,5
1002341,5,1,2,,
1002342,1,1,2,2,1
1002343,2,3,1,,1
1002344,12,3,,,
1002347,12,3,,,
1002348,1,1,1,,5
1002352,13,3,3,,5
1002353,1,1,2,2,5
1002354,1,3,2,9,5
1002355,5,1,9,,
1002356,2,3,2,2,5
1002357,12,3,,,
1002358,9,3,,,
1002359,1,3,2,1,1
1002360,1,3,2,2,4
1002361,1,1,2,2,1
1002362,14,3,2,,
1002363,1,1,1,,1
1002364,2,1,2,2,1
1002366,1,4,2,2,5
1002367,1,1,3,,5
1002368,1,1,1,,5
1002369,1,3,2,2,5
1002370,1,1,1,,5
1002372,2,9,2,2,5
1002373,9,3,,,
1002374,2,3,2,2,5
1002375,1,1,2,1,1
1002377,1,1,2,1,4
1002378,1,1,2,2,5
1002379,1,3,2,2,5
1002380,2,1,2,2,5
1002381,1,1,2,1,5
1002382,2,1,2,2,5
1002383,1,3,2,2,5
1002384,1,3,2,2,5
1002386,2,3,2,2,5
1002387,1,3,2,2,5
1002388,5,3,2,,
1002390,1,3,9,,5
1002391,1,1,1,,1
1002392,1,3,2,2,5
1002393,1,3,2,2,5
1002395,1,3,2,1,1
1002396,2,1,2,2,5
1002397,1,1,1,,4
1002398,10,2,,,
1002400,2,2,2,2,5
1002401,2,3,2,2,5
1002402,1,3,2,2,5
1002403,5,3,2,,
1002405,1,3,1,,5
1002408,2,9,2,2,5
1002409,1,3,2,2,5
1002410,1,3,1,,1
1002411,1,2,2,8,8
1002415,1,1,2,2,5
1002416,2,1,2,2,5
1002418,2,4,2,2,5
1002419,1,1,2,2,5
1002420,1,3,2,2,5
1002421,1,1,1,,5
1002422,1,1,2,9,4
1002423,12,2,,,
1002425,9,4,,,
1002426,1,3,2,2,5
1002428,1,2,2,2,2
1002429,1,4,2,2,5
1002431,2,1,2,2,5
1002432,2,2,2,2,5
1002433,1,1,2,2,5
1002434,3,1,1,,1
1002436,12,3,,,
1002437,1,1,1,,2
1002439,2,3,1,,1
1002440,1,1,2,9,2
1002443,1,3,1,,5
1002444,2,1,1,,1
1002446,2,1,2,2,2
1002447,1,3,2,2,5
1002449,1,1,9,,1
1002450,1,1,1,,3
1002451,2,3,2,2,1
1002452,12,3,,,
1002453,1,3,3,,5
1002455,5,9,2,,
1002456,1,1,1,,5
1002457,2,3,2,2,5
1002458,2,3,2,2,5
1002459,12,3,,,
1002460,1,3,2,2,5
1002461,12,2,,,
1002462,2,9,2,2,5
1002463,1,9,2,2,5
1002464,1,3,2,1,5
1002465,2,3,2,2,5
1002466,1,3,2,8,8
1002467,1,1,1,,5
1002469,2,2,2,2,5
1002472,1,2,1,,5
1002473,1,1,2,1,5
1002474,1,1,1,,1
1002476,1,3,2,2,3
1002477,2,1,2,2,1
1002478,2,4,2,2,5
1002479,2,3,2,2,5
1002480,1,9,2,2,5
1002481,5,3,2,,
1002483,2,2,2,2,5
1002484,2,2,2,2,5
1002485,1,1,1,,5
1002487,2,3,2,2,5
1002488,2,4,2,2,5
1002489,5,3,2,,
1002490,2,3,2,2,5
1002491,12,2,,,
1002493,1,1,1,,5
1002494,1,1,2,9,5
1002495,1,1,2,2,5
1002496,2,3,1,,5
1002497,1,4,1,,5
1002498,2,1,1,,5
1002499,2,1,1,,5
1002501,12,9,,,
1002502,1,1,2,1,5
1002503,2,3,2,1,5
1002504,1,1,1,,5
1002505,2,2,2,2,5
1002506,2,1,2,2,5
1002507,2,4,2,2,5
1002509,1,3,2,2,5
1002511,1,1,2,1,5
1002513,2,3,2,2,5
1002514,10,3,,,
1002515,1,3,2,2,5
1002516,2,1,2,2,5
1002517,1,1,2,2,5
1002519,15,1,1,,5
1002520,1,1,2,2,5
1002521,1,1,2,2,5
1002522,2,3,2,2,5
1002524,13,1,1,,9
1002525,2,1,2,1,5
1002526,994,4,,,
1002527,1,1,2,1,5
1002529,994,2,,,
1002530,2,4,2,1,5
1002531,1,3,2,1,5
1002533,1,4,2,2,5
1002534,12,2,,,
1002537,1,1,1,,5
1002539,1,1,2,2,5
1002540,2,1,2,2,5
1002542,2,3,2,2,5
1002544,1,1,1,,5
1002545,1,3,2,8,8
1002546,1,3,2,2,5
1002548,1,4,2,9,5
1002549,2,3,2,2,5
1002550,2,1,2,1,5
1002551,2,3,2,2,5
1002552,1,1,2,2,5
1002554,1,3,2,2,5
1002555,1,3,2,2,5
1002556,1,3,2,1,5
1002557,9,3,,,
1002558,1,9,2,2,9
1002559,1,1,3,,4
1002560,2,3,2,2,5
1002561,1,1,2,1,4
1002563,1,1,2,1,5
1002564,5,3,2,,
1002565,999,3,,,
1002566,2,4,2,2,3
1002567,1,1,2,2,5
1002568,1,3,9,,5
1002569,1,1,2,9,5
1002570,1,2,2,2,5
1002571,1,3,2,1,5
1002572,2,3,2,2,5
1002573,1,1,3,,9
1002574,1,1,1,,5
1002576,1,1,2,1,5
1002577,2,9,2,2,5
1002579,5,3,3,,
1002581,1,2,2,2,5
1002582,35,3,2,2,9
1002583,1,3,2,2,5
1002585,1,3,2,2,5
1002586,5,3,2,,
1002587,1,1,2,2,5
1002588,2,1,1,,1
1002589,14,3,2,,
1002590,1,1,2,1,1
1002591,1,1,2,1,5
1002592,15,4,1,,5
1002593,1,3,2,1,5
1002595,2,3,2,2,5
1002596,3,1,1,,5
1002597,1,3,2,2,5
1002598,7,3,2,,
1002599,1,3,2,2,2
1002601,1,1,2,2,5
1002602,12,4,,,
1002604,10,1,,,
1002605,14,3,2,,
1002606,12,4,,,
1002607,2,3,2,2,5
1002608,12,3,,,
1002612,9,2,,,
1002613,1,1,1,,3
1002614,1,1,2,2,5
1002615,12,3,,,
1002616,1,3,2,2,5
1002617,2,1,2,2,4
1002618,12,2,,,
1002619,1,3,2,2,5
1002620,10,4,,,
1002622,1,3,1,,5
1002623,2,1,2,2,5
1002624,13,3,9,,9
1002625,2,1,2,2,5
1002626,2,3,2,2,5
1002627,1,1,2,2,5
1002628,12,3,,,
1002629,13,1,2,2,5
1002631,83,3,2,,
1002632,2,3,2,2,5
1002633,13,3,2,2,5
1002634,2,3,2,2,5
1002635,12,2,,,
1002636,12,3,,,
1002637,14,2,2,,
1002638,13,3,2,2,5
1002639,1,2,2,2,5
1002640,1,4,2,2,5
1002642,2,3,2,2,5
1002643,1,9,2,2,5
1002644,2,3,2,2,1
1002646,12,3,,,
1002647,1,1,1,,5
1002648,12,3,,,
1002649,1,3,1,,5
1002651,3,3,1,,4
1002652,1,3,1,,5
1002653,12,4,,,
1002654,1,1,1,,5
1002655,1,1,2,1,5
1002657,1,3,2,1,5
1002658,5,3,2,,
1002659,1,1,1,,5
1002660,9,2,,,
1002661,1,1,1,,5
1002662,2,2,2,2,5
1002663,1,1,1,,1
1002664,13,1,2,1,4
1002666,2,3,1,,5
1002667,15,9,3,,5
1002668,1,3,2,2,5
1002670,1,1,2,2,5
1002672,2,3,2,2,5
1002673,2,3,2,1,5
1002675,2,3,2,2,5
1002677,2,9,2,2,5
1002678,1,3,1,,2
1002680,1,4,2,2,9
1002682,2,1,2,2,5
1002683,2,1,2,2,4
1002684,1,1,2,9,5
1002685,2,3,2,2,5
1002686,1,1,1,,5
1002687,2,1,2,2,4
1002688,1,2,9,,9
1002689,2,9,2,2,4
1002690,1,1,2,1,1
1002691,1,4,2,1,1
1002692,35,4,2,2,5
1002693,2,3,2,2,5
1002694,2,3,1,,3
1002695,12,3,,,
1002696,13,3,2,9,9
1002698,12,3,,,
1002699,2,3,1,,5
1002700,1,1,2,9,9
1002701,12,3,,,
1002702,1,3,2,2,5
1002703,12,4,,,
1002704,1,2,2,2,9
1002705,2,3,2,1,5
1002706,2,3,2,2,5
1002708,1,1,2,2,5
1002709,2,1,2,2,5
1002710,2,3,2,2,4
1002711,12,3,,,
1002712,12,3,,,
1002713,55,1,2,,
1002714,1,1,1,,5
1002715,2,1,2,2,5
1002718,1,1,1,,5
1002719,12,3,,,
1002720,1,4,2,2,5
1002722,1,1,2,9,5
1002726,2,1,2,2,5
1002729,1,3,9,,5
1002730,12,1,,,
1002731,1,4,1,,5
1002732,2,4,2,2,5
1002733,2,1,2,2,5
1002734,1,1,1,,5
1002735,1,1,2,2,5
1002736,2,1,3,,1
1002742,1,1,2,1,5
1002744,1,3,2,2,5
1002746,1,1,2,9,5
1002747,2,3,2,2,5
1002748,1,1,1,,5
1002749,1,3,1,,5
1002750,1,3,2,2,5
1002752,2,3,2,2,5
1002754,1,3,2,2,5
1002755,1,1,1,,5
1002758,1,1,2,2,1
1002759,1,1,1,,5
1002760,1,3,2,1,5
1002761,1,3,2,2,5
1002762,1,1,1,,1
1002763,2,3,3,,5
1002764,1,1,1,,5
1002765,1,2,2,2,5
1002767,1,3,2,2,5
1002769,2,2,2,2,5
1002770,2,1,2,9,5
1002771,2,1,2,2,9
1002772,3,1,3,,1
1002773,83,3,3,,
1002775,2,3,2,2,1
1002776,12,1,,,
1002777,2,1,2,2,3
1002778,2,4,2,2,5
1002779,2,2,2,2,4
1002780,12,3,,,
1002781,2,1,1,,5
1002783,12,9,,,
1002784,1,1,1,,5
1002785,12,2,,,
1002786,1,1,2,2,5
1002787,15,1,3,,5
1002788,1,3,2,2,5
1002789,12,2,,,
1002790,1,3,2,2,5
1002792,1,4,1,,5
1002793,1,3,2,2,5
1002794,1,3,2,2,5
1002796,2,3,2,2,9
1002797,1,3,2,2,5
1002798,1,1,2,2,5
1002799,12,3,,,
1002800,1,3,1,,1
1002802,1,1,1,,1
1002803,12,4,,,
1002805,2,9,2,2,9
1002806,1,1,9,,4
1002807,1,4,2,2,5
1002810,2,9,2,9,5
1002811,1,1,2,2,5
1002814,1,1,1,,5
1002815,1,1,2,2,5
1002816,2,3,2,2,5
1002820,14,2,2,,
1002822,12,2,,,
1002824,12,3,,,
1002825,12,2,,,
1002826,2,4,2,2,5
1002828,1,1,1,,1
1002830,2,1,3,,5
1002831,5,3,9,,
1002832,2,3,2,2,5
1002834,8,1,2,,
1002835,1,3,2,1,1
1002837,2,1,2,1,5
1002840,1,1,1,,4
1002841,2,3,2,2,5
1002842,1,3,2,1,5
1002843,1,1,2,2,5
1002845,1,1,1,,5
1002847,5,3,2,,
1002848,2,3,2,1,4
1002849,2,3,2,2,1
1002853,1,1,2,1,5
1002854,2,3,2,2,5
1002856,1,1,1,,5
1002857,1,3,2,2,5
1002860,2,3,2,2,5
1002861,1,9,2,2,5
1002863,5,2,2,,
